-23.500,0.000,0.000
-26.646,0.000,0.000
-29.797,0.000,0.000
-32.969,0.000,0.000
-36.178,0.000,0.000
-36.178,0.000,0.000
-40.562,0.000,0.000
-45.195,0.000,0.000
-50.090,0.000,0.000
-55.272,0.000,0.000
-55.272,0.000,0.000
-54.561,0.000,0.000
-53.933,0.000,0.000
-53.390,0.000,0.000
-52.931,0.000,0.000
-52.931,0.000,0.000
-52.536,0.000,0.000
-51.935,0.000,0.000
-51.144,0.000,0.000
-50.182,0.000,0.000
-49.077,0.000,0.000
-47.862,0.000,0.000
-46.573,0.000,0.000
-45.251,0.000,0.000
-43.940,0.000,0.000
-43.940,0.000,0.000
-40.394,0.000,0.000
-37.153,0.000,0.000
-34.214,0.000,0.000
-31.579,0.000,0.000
-31.579,0.000,0.000
-30.645,0.000,0.000
-29.885,0.000,0.000
-29.296,0.000,0.000
-28.879,0.000,0.000
-28.879,0.000,0.000
-30.205,0.000,0.000
-31.863,0.000,0.000
-33.859,0.000,0.000
-36.197,0.000,0.000
-36.197,0.000,0.000
-38.377,0.000,0.000
-40.699,0.000,0.000
-43.163,0.000,0.000
-45.766,0.000,0.000
-45.766,0.000,0.000
-48.108,0.000,0.000
-50.731,0.000,0.000
-53.631,0.000,0.000
-56.808,0.000,0.000
-56.808,0.000,0.000
-57.074,0.000,0.000
-57.521,0.000,0.000
-58.147,0.000,0.000
-58.952,0.000,0.000
-58.952,0.000,0.000
-57.906,0.000,0.000
-56.944,0.000,0.000
-56.066,0.000,0.000
-55.272,0.000,0.000
-55.272,0.000,0.000
-46.929,0.000,0.000
-38.946,0.000,0.000
-31.171,0.000,0.000
-23.500,0.000,0.000
