-23.500,0.000,0.000
-24.644,0.000,0.000
-25.788,0.000,0.000
-26.932,0.000,0.000
-28.077,0.000,0.000
-29.223,0.000,0.000
-30.372,0.000,0.000
-31.524,0.000,0.000
-32.679,0.000,0.000
-33.840,0.000,0.000
-35.005,0.000,0.000
-36.178,0.000,0.000
-36.178,0.000,0.000
-36.891,0.000,0.000
-37.615,0.000,0.000
-38.348,0.000,0.000
-39.091,0.000,0.000
-39.843,0.000,0.000
-40.606,0.000,0.000
-41.378,0.000,0.000
-42.160,0.000,0.000
-42.951,0.000,0.000
-43.753,0.000,0.000
-44.564,0.000,0.000
-45.385,0.000,0.000
-46.216,0.000,0.000
-47.057,0.000,0.000
-47.908,0.000,0.000
-48.769,0.000,0.000
-49.641,0.000,0.000
-50.523,0.000,0.000
-51.415,0.000,0.000
-52.319,0.000,0.000
-53.232,0.000,0.000
-54.157,0.000,0.000
-55.094,0.000,0.000
-56.041,0.000,0.000
-57.000,0.000,0.000
-57.972,0.000,0.000
-58.955,0.000,0.000
-59.951,0.000,0.000
-60.960,0.000,0.000
-61.982,0.000,0.000
-63.018,0.000,0.000
-64.069,0.000,0.000
-65.134,0.000,0.000
-66.215,0.000,0.000
-67.311,0.000,0.000
-68.425,0.000,0.000
-69.556,0.000,0.000
-70.706,0.000,0.000
-71.875,0.000,0.000
-73.065,0.000,0.000
-74.278,0.000,0.000
-74.278,0.000,0.000
-74.022,0.000,0.000
-73.755,0.000,0.000
-73.475,0.000,0.000
-73.183,0.000,0.000
-72.878,0.000,0.000
-72.560,0.000,0.000
-72.231,0.000,0.000
-71.888,0.000,0.000
-71.533,0.000,0.000
-71.165,0.000,0.000
-70.785,0.000,0.000
-70.392,0.000,0.000
-69.987,0.000,0.000
-69.569,0.000,0.000
-69.139,0.000,0.000
-68.696,0.000,0.000
-68.241,0.000,0.000
-67.773,0.000,0.000
-67.293,0.000,0.000
-66.801,0.000,0.000
-66.297,0.000,0.000
-65.781,0.000,0.000
-65.254,0.000,0.000
-64.715,0.000,0.000
-64.164,0.000,0.000
-63.602,0.000,0.000
-63.030,0.000,0.000
-62.447,0.000,0.000
-61.853,0.000,0.000
-61.249,0.000,0.000
-60.636,0.000,0.000
-60.013,0.000,0.000
