-23.500,-23.500,-23.500
-24.644,-24.644,-24.644
-25.788,-25.788,-25.788
-26.932,-26.932,-26.932
-28.077,-28.077,-28.077
-29.223,-29.223,-29.223
-30.372,-30.372,-30.372
-31.524,-31.524,-31.524
-32.679,-32.679,-32.679
-33.840,-33.840,-33.840
-35.005,-35.005,-35.005
-36.178,-36.178,-36.178
-36.178,-36.178,-36.178
-36.475,-37.329,-36.903
-36.783,-38.486,-37.637
-37.104,-39.649,-38.382
-37.436,-40.818,-39.138
-37.781,-41.994,-39.905
-38.138,-43.177,-40.682
-38.507,-44.369,-41.472
-38.507,-44.369,-41.472
-38.227,-43.991,-42.131
-38.073,-43.516,-42.761
-38.050,-42.960,-43.339
-38.161,-42.345,-43.843
-38.400,-41.693,-44.255
-38.758,-41.029,-44.560
-39.220,-40.379,-44.747
-39.768,-39.768,-44.810
-40.379,-39.220,-44.747
-41.029,-38.758,-44.560
-41.693,-38.400,-44.255
-42.345,-38.161,-43.843
-42.960,-38.050,-43.339
-43.516,-38.073,-42.761
-43.991,-38.227,-42.131
-44.369,-38.507,-41.472
-44.636,-38.902,-40.810
-44.782,-39.395,-40.170
-44.803,-39.966,-39.577
-44.698,-40.593,-39.056
-44.471,-41.250,-38.627
-44.129,-41.913,-38.307
-43.684,-42.556,-38.110
-43.153,-43.153,-38.043
-42.556,-43.684,-38.110
-41.913,-44.129,-38.307
-41.250,-44.471,-38.627
-40.593,-44.698,-39.056
-39.966,-44.803,-39.577
-39.395,-44.782,-40.170
-38.902,-44.636,-40.810
-38.507,-44.369,-41.472
-38.507,-44.369,-41.472
-37.193,-43.087,-40.174
-35.891,-41.818,-38.888
-34.598,-40.562,-37.613
-33.314,-39.317,-36.348
-33.314,-39.317,-36.348
-33.326,-38.688,-36.886
-33.352,-38.070,-37.434
-33.390,-37.462,-37.992
-33.442,-36.865,-38.562
-33.507,-36.277,-39.142
-33.585,-35.701,-39.732
-33.677,-35.135,-40.334
-33.781,-34.579,-40.946
-33.899,-34.034,-41.568
-34.031,-33.500,-42.201
-34.175,-32.977,-42.844
-34.333,-32.464,-43.498
-34.504,-31.962,-44.163
-34.689,-31.471,-44.838
-34.887,-30.992,-45.523
-35.099,-30.523,-46.219
-35.324,-30.065,-46.926
-35.563,-29.619,-47.643
-35.816,-29.183,-48.370
-36.083,-28.759,-49.108
-36.363,-28.347,-49.857
-36.658,-27.946,-50.617
-36.967,-27.556,-51.387
-37.290,-27.178,-52.168
-37.628,-26.811,-52.959
-37.980,-26.456,-53.762
-38.347,-26.113,-54.576
-38.729,-25.782,-55.401
-39.126,-25.462,-56.237
-39.538,-25.155,-57.084
-39.966,-24.859,-57.943
-40.409,-24.576,-58.814
-40.868,-24.304,-59.697
-40.868,-24.304,-59.697
-42.178,-25.684,-60.895
-43.504,-27.071,-62.116
-44.846,-28.468,-63.363
-46.208,-29.876,-64.639
-46.208,-29.876,-64.639
-46.836,-29.545,-65.429
-47.525,-29.197,-66.174
-48.269,-28.835,-66.869
-49.059,-28.462,-67.507
-49.889,-28.082,-68.083
-50.748,-27.699,-68.592
-51.628,-27.317,-69.028
-52.519,-26.939,-69.388
-53.412,-26.569,-69.667
-54.296,-26.212,-69.862
-55.163,-25.870,-69.971
-56.002,-25.548,-69.992
-56.805,-25.250,-69.923
-57.563,-24.977,-69.765
-58.269,-24.733,-69.516
-58.915,-24.520,-69.180
-59.495,-24.341,-68.758
-60.003,-24.197,-68.253
-60.436,-24.091,-67.670
-60.789,-24.021,-67.014
-61.061,-23.991,-66.291
-61.250,-23.999,-65.508
-61.356,-24.045,-64.672
-61.378,-24.129,-63.792
-61.318,-24.250,-62.878
-61.178,-24.407,-61.938
-60.959,-24.597,-60.982
-60.666,-24.819,-60.021
-60.301,-25.070,-59.065
-59.868,-25.348,-58.123
-59.372,-25.650,-57.207
-58.817,-25.972,-56.324
-58.817,-25.972,-56.324
-58.237,-26.313,-55.460
-57.675,-26.666,-54.612
-57.130,-27.031,-53.779
-56.602,-27.408,-52.961
-56.090,-27.797,-52.158
-55.594,-28.198,-51.369
-55.115,-28.611,-50.595
-54.651,-29.035,-49.834
-54.203,-29.471,-49.088
-53.770,-29.919,-48.355
-53.352,-30.378,-47.635
-52.949,-30.849,-46.929
-52.561,-31.331,-46.236
-52.188,-31.825,-45.556
-51.829,-32.330,-44.889
-51.484,-32.846,-44.235
-51.154,-33.374,-43.594
-50.838,-33.912,-42.966
-50.536,-34.462,-42.350
-50.248,-35.023,-41.746
-49.974,-35.595,-41.156
-49.714,-36.178,-40.577
-49.468,-36.772,-40.011
-49.236,-37.377,-39.458
-49.017,-37.992,-38.917
-48.812,-38.619,-38.388
-48.621,-39.256,-37.871
-48.443,-39.903,-37.367
-48.279,-40.562,-36.875
-48.129,-41.231,-36.395
-47.992,-41.911,-35.927
-47.869,-42.601,-35.472
-47.760,-43.302,-35.029
-47.665,-44.013,-34.598
-47.583,-44.735,-34.179
-47.515,-45.468,-33.773
-47.460,-46.211,-33.379
-47.420,-46.964,-32.997
-47.394,-47.728,-32.627
-47.381,-48.503,-32.270
-47.383,-49.288,-31.925
-47.399,-50.083,-31.593
-47.429,-50.890,-31.273
-47.473,-51.707,-30.965
-47.532,-52.534,-30.670
-47.605,-53.373,-30.387
-47.693,-54.222,-30.117
-47.796,-55.082,-29.859
-47.914,-55.953,-29.614
-48.047,-56.836,-29.382
-48.196,-57.730,-29.162
-48.359,-58.635,-28.955
-48.539,-59.552,-28.761
-48.734,-60.481,-28.580
-48.946,-61.422,-28.412
-49.174,-62.375,-28.256
-49.418,-63.340,-28.114
-49.418,-63.340,-28.114
-49.739,-64.888,-27.965
-49.893,-66.425,-27.951
-49.873,-67.914,-28.074
-49.677,-69.317,-28.332
-49.303,-70.601,-28.719
-48.758,-71.733,-29.228
-48.052,-72.689,-29.844
-47.201,-73.445,-30.553
-46.225,-73.985,-31.337
-45.151,-74.298,-32.173
-44.006,-74.379,-33.040
-42.822,-74.227,-33.915
-41.633,-73.848,-34.772
-40.471,-73.250,-35.590
